ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-08-10,2021-08-10,2021,Accepted,1337,2,Vote,"PUBLIC HEARINGS (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located sou...","PUBLIC HEARINGS (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Co. Action: Approved motion for a continuance until the August 24, 2021 meeting due to lack of time","Approved motion for a continuance until the August 24, 2021 meeting due to lack of time","Approved motion for a continuance until the August 24, 2021 meeting due to lack of time","Approved motion for a continuance until the August 24, 2021 meeting due to lack of time",,,See minutes,,DCI2019-E003,5,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,08102021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-08-10,2021-08-10,2021,Accepted,1340,5,Vote,"(Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew...","(Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and. Action: No formal action recorded. (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane....","No formal action recorded. (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Road. Motion: Motion for a continuance until the August 24, 2021 meeting due to the lack of time. Motion by: Chairman Levitan Seconded by: Board Member Tatooles Action: Approved motion for a continuance until the August 24, 2021 meeting due to lack of time. Vote: Aye: Board Members Jones, Naratil, Tatooles, Wallace, Jeannin, Gargano, Chairman Levitan, and Chairman Wood Nay: Abstentions","No formal action recorded. (Quasi-Judicial) a. Via Coconut (District 5) -- Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Road. Motion: Motion for a continuance until the August 24, 2021 meeting due to the lack of time. Motion by: Chairman Levitan Seconded by: Board Member Tatooles Action: Approved motion for a continuance until the August 24, 2021 meeting due to lack of time. Vote: Aye: Board Members Jones, Naratil, Tatooles, Wallace, Jeannin, Gargano, Chairman Levitan, and Chairman Wood Nay: Abstentions","Motion: Motion for a continuance until the August 24, 2021 meeting due to the lack of time. Motion by: Chairman Levitan Seconded by: Board Member Tatooles",Chairman Levitan,Board Member Tatooles,See minutes,,DCI2019-E003,5,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,08102021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2021-09-14,2021-09-14,2021,Accepted,1531,3,Unknown,"Via Coconut (District 5) - Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) Continued from the August 26th, meeting for review of revised zoning conditions. 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 H...","Via Coconut (District 5) - Rezoning (DCI2019-E003) & Right of Way Vacation (VAC2019-E001) Continued from the August 26th, meeting for review of revised zoning conditions. 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hol. Action: Recommended approval of the rezoning to the Council with the revised conditions and the revised Pattern Book and to approve the Right-of- Way Vacation",Recommended approval of the rezoning to the Council with the revised conditions and the revised Pattern Book and to approve the Right-of- Way Vacation,Recommended approval of the rezoning to the Council with the revised conditions and the revised Pattern Book and to approve the Right-of- Way Vacation,,,,See minutes,,DCI2019-E003,5,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,09142021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/09142021%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-01-11,2022-01-11,2022,Accepted,64,4,Public Comment,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point","Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Action: No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff...","No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff Presentation/Comments Mary Gibbs, Community Development Director Planning Zoning and Design Board Minutes - January 11, 2022, Page 5 of 6 Presentation/Information by D. Brent Addison, P.E., Banks Engineering Mark McLean, MHK Architecture & Planning Christian Andrea, Architectural Land Design Public Comment In Person Bob Girsch, Genova Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7","No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff Presentation/Comments Mary Gibbs, Community Development Director Planning Zoning and Design Board Minutes - January 11, 2022, Page 5 of 6 Presentation/Information by D. Brent Addison, P.E., Banks Engineering Mark McLean, MHK Architecture & Planning Christian Andrea, Architectural Land Design Public Comment In Person Bob Girsch, Genova Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7",,,,,,,5,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,01112022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/01112022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-01-11,2023-01-11,2023,Accepted,69,4,Public Comment,"Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point","Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Action: No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff...","No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff Presentation/Comments Mary Gibbs, Community Development Director Planning Zoning and Design Board Minutes - January 11, 2022, Page 5 of 6 Presentation/Information by D. Brent Addison, P.E., Banks Engineering Mark McLean, MHK Architecture & Planning Christian Andrea, Architectural Land Design Public Comment In Person Bob Girsch, Genova Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7","No formal action recorded. Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff Presentation/Comments Mary Gibbs, Community Development Director Planning Zoning and Design Board Minutes - January 11, 2022, Page 5 of 6 Presentation/Information by D. Brent Addison, P.E., Banks Engineering Mark McLean, MHK Architecture & Planning Christian Andrea, Architectural Land Design Public Comment In Person Bob Girsch, Genova Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7",,,,,,,5,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,01112023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-07-11,2023-07-11,2023,Accepted,1199,3,Vote,"Via Coconut - Development Order (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. Developmen...","Via Coconut - Development Order (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. Development Order . Action: Approved Development Order for a mixed-use project with 330 multi- family units and commercial buildings, amenities and supporting infrastructure subject to the staff stipulations, and the monument sign design is approved but the si...","Approved Development Order for a mixed-use project with 330 multi- family units and commercial buildings, amenities and supporting infrastructure subject to the staff stipulations, and the monument sign design is approved but the sign must meet the code standards","Approved Development Order for a mixed-use project with 330 multi- family units and commercial buildings, amenities and supporting infrastructure subject to the staff stipulations, and the monument sign design is approved but the sign must meet the code standards","Approved Development Order for a mixed-use project with 330 multi- family units and commercial buildings, amenities and supporting infrastructure subject to the staff stipulations, and the monument sign design is approved but the sign must meet the code standards",,,See minutes,,DOS2022-E007,4,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,07112023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-02-13,2024-02-13,2024,Accepted,232,4,Public Comment,"Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road","Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Action: No formal action recorded. Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point...","No formal action recorded. Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Michael Henneman, Royal Properties & Riverside Investment & Atlantic Residential John O'Donnell, Royal Properties & Riverside Investment & Atlantic Residential Tyler Lamkey, Riverside Investment & Development Mark Mclean, MHK Architecture  Charlie Krebs, Hole Montes/Bowman Board Questions or Comments Board Members Jones, Tatooles, Sheeley, Wallace, Vice Chairman Gargano, and Chairman Wood. Public Comment None","No formal action recorded. Via Coconut - Zoning Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Michael Henneman, Royal Properties & Riverside Investment & Atlantic Residential John O'Donnell, Royal Properties & Riverside Investment & Atlantic Residential Tyler Lamkey, Riverside Investment & Development Mark Mclean, MHK Architecture  Charlie Krebs, Hole Montes/Bowman Board Questions or Comments Board Members Jones, Tatooles, Sheeley, Wallace, Vice Chairman Gargano, and Chairman Wood. Public Comment None",,,,,,,4,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,02132024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-07-09,2024-07-09,2024,Accepted,1190,1,Unknown,"Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road...","Via Coconut - Zoning Amendment (DCI2024-E004) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Via Co. Action: Recommended approval by Council of the Zoning Amendment with staff recommendations",Recommended approval by Council of the Zoning Amendment with staff recommendations,Recommended approval by Council of the Zoning Amendment with staff recommendations,,,,See minutes,,DCI2024-E004,4,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,07092024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/07092024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2024-12-10,2024-12-10,2024,Accepted,2203,4,Public Comment,"Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road","Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road. Action: No formal action recorded. Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of...","No formal action recorded. Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road Staff Presentation/Comments Mary Gibbs, Community Development Director (District 3)  Charlie Krebs, Bowmen Matthew Kragh, MHK Architecture Christian Andrea, Architectural Land Design Board Questions or Comments Board Member Wallace and Vice Chairman Sheeley Public Comment None","No formal action recorded. Via Coconut Development Order Amendment (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located on 20-acres, south of Corkscrew Road and west of Via Coconut Point Road Staff Presentation/Comments Mary Gibbs, Community Development Director (District 3)  Charlie Krebs, Bowmen Matthew Kragh, MHK Architecture Christian Andrea, Architectural Land Design Board Questions or Comments Board Member Wallace and Vice Chairman Sheeley Public Comment None",,,,,,,4,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,12102024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/12102024%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Corkscrew Road,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-04-08,2025-04-08,2025,Pending,541,1,Vote,"Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road....","Via Coconut - Development Order Amendment (DOS2022-E007) (District 4) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point Road. No ex pa. Action: Approved Development Order Amendment with the stipulations provided by staff",Approved Development Order Amendment with the stipulations provided by staff,Approved Development Order Amendment with the stipulations provided by staff,Approved Development Order Amendment with the stipulations provided by staff,,,See minutes,,DOS2022-E007,4,8990 CORKSCREW RD,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,0.98,null,04082025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/04082025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,334625E2U19712349
Williams Road Improvements,Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2022-04-06,2022-04-06,2022,Accepted,523,7,Resolution,"Resolution No. 2022-06 a Resolution Approving a Commercial Contract for the Purchase of Real Estate from GESS Family Partnership + Gulf Coast Driving Range LLC, located at 9000 Williams Road, Estero, Florida; Providing for Due Diligence; and Provi...","Resolution No. 2022-06 a Resolution Approving a Commercial Contract for the Purchase of Real Estate from GESS Family Partnership + Gulf Coast Driving Range LLC, located at 9000 Williams Road, Estero, Florida; Providing for Due Diligence; and Providing an . Action: Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida",,,Detected,,Resolution No. 2022-06,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,04062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04062022%20minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,Commercial & Mixed-Use Development,2,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2023-02-21,2023-02-21,2023,Accepted,268,2,Vote,Village Initiated Rezoning - 9000 Williams Road Property (District 5) Village proposes to rezone +19 acres on the north side of Williams Road that includes the Golf Coast Driving Range and a vacant parcel from Agriculture & Commercial Planned Deve...,Village Initiated Rezoning - 9000 Williams Road Property (District 5) Village proposes to rezone +19 acres on the north side of Williams Road that includes the Golf Coast Driving Range and a vacant parcel from Agriculture & Commercial Planned Development . Action: Approved continuance,Approved continuance,Approved continuance,Approved continuance,,,See minutes,,,5,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,null,02212023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2023-06-07,2023-06-07,2023,Accepted,943,6,Ordinance,"First Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Develo...","First Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development an. Action: Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 2023","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 2023","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 2023","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 2023",,,Detected,,Ordinance No. 2023-04,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,06072023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06072023%20%20minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,Commercial & Mixed-Use Development,2,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,1065,12,Ordinance,"Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Devel...","Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development a. Action: Approved Ordinance No. 2023-04",Approved Ordinance No. 2023-04,Approved Ordinance No. 2023-04,Approved Ordinance No. 2023-04,,,Detected,,Ordinance No. 2023-04,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Commercial & Mixed-Use Development,2,Village Council,Special Meeting,Village Council,2016-01-13,2016-01-13,2016,Accepted,72,2,Vote,"Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Com...","Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Commercial . Action: Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016",,,Unanimous,,Ordinance No. 2015-21,,9201 CORKSCREW RD,9201 CORKSCREW RD,26.43227641629388,-81.80365201707615,0.95,DA/MI,01132016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01132016%20minutes.pdf,AgendaItemLocation,2,false,344625E1U19862380
Corkscrew Road,Commercial & Mixed-Use Development,2,Village Council,Special Meeting,Village Council,2016-01-13,2016-01-13,2016,Accepted,72,2,Vote,"Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Com...","Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Commercial . Action: Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016","Continued deliberations to 9:00 a.m. on January 20, 2016",,,Unanimous,,Ordinance No. 2015-21,,9301 CORKSCREW RD,9301 CORKSCREW RD,26.43226931570325,-81.8011623153021,0.98,DA/MI,01132016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01132016%20minutes.pdf,AgendaItemLocation,1,true,344625E1U20112380
